"X" "analfabeta" "sin_primaria" "sin_drenaje" "sin_electricidad" "sin_agua_entubada" "con_hacinamiento" "con_piso_tierra" "habitantes_5000" "salarios_minimos" "CVE_MUN" "NOM_MUN" "CVE"
"2185" "105 Medellín" 5.95 20.63 1.68 0.97 27.83 30.93 4.86 40.04 25.13 105 "Medellín" "30105"
"2186" "106 Miahuatlán" 11.23 43.55 2.71 2.36 1.6 60.2 6.46 100 81.03 106 "Miahuatlán" "30106"
"2187" "107 Las Minas" 26.26 49.42 5.45 6.47 21.19 67.7 8.04 100 85.95 107 "Las Minas" "30107"
"2188" "108 Minatitlán" 7.11 21.24 2.71 3.28 31.19 36.93 8.54 29.01 42.71 108 "Minatitlán" "30108"
"2189" "109 Misantla" 10.82 31.63 2.04 2.96 22.67 42.82 19.27 57.36 64.98 109 "Misantla" "30109"
"2190" "110 Mixtla de Altamirano" 55.5 72.06 2.52 13.55 44.47 70.46 50.53 100 88 110 "Mixtla de Altamirano" "30110"
"2191" "111 Moloacán" 10.15 32.19 3.95 4.06 31.14 43.37 8.29 52.25 51.7 111 "Moloacán" "30111"
"2192" "112 Naolinco" 12.5 32.82 1.01 1.17 3.41 44.09 2.84 54.42 63.78 112 "Naolinco" "30112"
"2193" "113 Naranjal" 15.43 37.64 10.24 1.56 12.56 56.97 27.16 100 68.53 113 "Naranjal" "30113"
"2194" "114 Nautla" 10.33 33.39 5.19 5.9 43.7 31.51 13.1 100 65.7 114 "Nautla" "30114"
"2195" "115 Nogales" 7.96 21.72 1.13 1.22 2.15 40.88 7.5 36.33 58.68 115 "Nogales" "30115"
"2196" "116 Oluta" 12.05 29.75 1.99 3.27 46.2 40.69 5.74 14.04 57.06 116 "Oluta" "30116"
"2197" "117 Omealca" 14.4 38.64 9.88 2.52 4.36 43.42 20.25 100 79.34 117 "Omealca" "30117"
"2198" "118 Orizaba" 3.49 10.94 0.2 0.35 0.3 27.31 1.48 0.12 35.03 118 "Orizaba" "30118"
"2199" "119 Otatitlán" 11.85 32.73 5.2 1.76 14.33 31.59 5.14 100 59.99 119 "Otatitlán" "30119"
"2200" "120 Oteapan" 11.59 33.94 10.38 1.82 63.91 52.36 16.49 0.27 54.81 120 "Oteapan" "30120"
"2201" "121 Ozuluama de Mascareñas" 11.55 38.22 2.67 11.89 40.98 40.66 28.08 100 53.19 121 "Ozuluama de Mascareñas" "30121"
"2202" "122 Pajapan" 31.13 53.91 7.59 5.24 12.73 55.18 7.61 46.99 77.28 122 "Pajapan" "30122"
"2203" "123 Pánuco" 7.53 26.85 1.11 4.48 17.14 41.72 11.21 47.64 45.09 123 "Pánuco" "30123"
"2204" "124 Papantla" 12.39 30.41 1.37 3.36 54.81 46.01 27.85 62.51 64.73 124 "Papantla" "30124"
"2205" "125 Paso del Macho" 11.76 40.3 9.79 1.62 17.54 44.89 9.84 54.01 74.14 125 "Paso del Macho" "30125"
"2206" "126 Paso de Ovejas" 9.38 34.04 5.41 1.34 3.17 36.72 7.43 77.08 57.43 126 "Paso de Ovejas" "30126"
"2207" "127 La Perla" 34.06 62.5 2.44 5.57 9.32 73.08 11.42 100 84.97 127 "La Perla" "30127"
"2208" "128 Perote" 9.81 28.76 1.19 1.24 1.56 51.78 4.82 45.61 60.79 128 "Perote" "30128"
"2209" "129 Platón Sánchez" 20.78 40.7 2.92 5.33 17.84 40.75 26.35 39.86 65.76 129 "Platón Sánchez" "30129"
"2210" "130 Playa Vicente" 18.66 43.48 6.2 3.39 38.89 41.96 15.04 77.84 66.43 130 "Playa Vicente" "30130"
"2211" "131 Poza Rica de Hidalgo" 4.07 13.5 0.26 1.02 14.04 33.98 6.24 4.17 21.78 131 "Poza Rica de Hidalgo" "30131"
"2212" "132 Las Vigas de Ramírez" 14.28 36.01 1.61 1.85 15.5 57.35 7.39 46.07 66.77 132 "Las Vigas de Ramírez" "30132"
"2213" "133 Pueblo Viejo" 5.28 20.7 1.17 1.81 19.88 46.41 8.18 9.28 42.38 133 "Pueblo Viejo" "30133"
"2214" "134 Puente Nacional" 9.57 34.28 5.45 1.36 1.5 31.24 8.75 71.45 56.26 134 "Puente Nacional" "30134"
"2215" "135 Rafael Delgado" 13.92 32.46 1.57 6.9 29.64 60.52 35.21 11.88 66.72 135 "Rafael Delgado" "30135"
"2216" "136 Rafael Lucio" 8.56 24.33 1.14 0.66 1.62 51.42 4.65 100 46.86 136 "Rafael Lucio" "30136"
"2217" "137 Los Reyes" 32.07 51.67 3.13 7.64 39.81 62.94 21.71 100 82.61 137 "Los Reyes" "30137"
"2218" "138 Río Blanco" 3.73 12 0.26 0.42 0.52 33.94 2.01 0.06 41 138 "Río Blanco" "30138"
"2219" "139 Saltabarranca" 18.17 42.96 5.48 3.48 19.5 33.63 3.81 100 60.52 139 "Saltabarranca" "30139"
"2220" "140 San Andrés Tenejapan" 20.76 47.75 8.88 3.06 17.75 74.44 15.58 100 72.73 140 "San Andrés Tenejapan" "30140"
"2221" "141 San Andrés Tuxtla" 19.76 41.15 2.94 3.33 4.37 41.07 27.94 57.56 64.18 141 "San Andrés Tuxtla" "30141"
"2222" "142 San Juan Evangelista" 16.22 42.89 5.14 3.99 39.52 43.19 14.69 100 67.51 142 "San Juan Evangelista" "30142"
"2223" "143 Santiago Tuxtla" 22.4 43.43 5.03 5.55 12.05 41.37 14.79 72.6 67.68 143 "Santiago Tuxtla" "30143"
"2224" "144 Sayula de Alemán" 17.34 38.54 4.11 4.73 29.98 48.49 14.86 56.28 69.34 144 "Sayula de Alemán" "30144"
"2225" "145 Soconusco" 10.76 28.42 1.38 2.99 24.87 40.39 7.77 59.53 48.69 145 "Soconusco" "30145"
"2226" "146 Sochiapa" 12.88 43.04 7.11 3.89 2.89 53.41 22.64 100 74.7 146 "Sochiapa" "30146"
"2227" "147 Soledad Atzompa" 36.31 57.6 1.93 0.92 6.41 74.4 44.56 100 88.49 147 "Soledad Atzompa" "30147"
"2228" "148 Soledad de Doblado" 13.26 40.28 5.63 1.86 6.44 41.26 10.56 54.1 54.55 148 "Soledad de Doblado" "30148"
"2229" "149 Soteapan" 37.37 56.81 23.21 7.8 3.99 61.35 26.99 84.3 85.32 149 "Soteapan" "30149"
"2230" "150 Tamalín" 12.91 34.61 1.24 5.93 30.7 45.63 27.13 55.23 67.22 150 "Tamalín" "30150"
"2231" "151 Tamiahua" 12.67 38.09 3.06 3.91 63.57 36.18 15.06 78.44 71.28 151 "Tamiahua" "30151"
"2232" "152 Tampico Alto" 8.88 35.12 2.2 13.17 49.71 40.92 10.6 100 63.22 152 "Tampico Alto" "30152"
"2233" "153 Tancoco" 18.04 37.8 2.63 3.47 7.55 38.94 27.6 100 70.35 153 "Tancoco" "30153"
"2234" "154 Tantima" 13.96 41.96 1.36 4.97 32.26 39.13 34.13 100 72.38 154 "Tantima" "30154"
"2235" "155 Tantoyuca" 14.16 34.56 1.72 16.79 63.17 48.71 14.09 69.94 69.27 155 "Tantoyuca" "30155"
"2236" "156 Tatatila" 24.26 53.08 5.3 5.46 24.14 66.5 6.38 100 75.6 156 "Tatatila" "30156"
"2237" "157 Castillo de Teayo" 15.3 33.23 1.15 2.2 55.29 41.88 31.45 100 76.85 157 "Castillo de Teayo" "30157"
"2238" "158 Tecolutla" 11.87 33.2 2.09 5.97 67.29 40.88 13.73 100 65.65 158 "Tecolutla" "30158"
"2239" "159 Tehuipango" 56.55 66.35 11.71 3.75 58.26 83.24 41.28 100 80.8 159 "Tehuipango" "30159"
"2240" "160 Álamo Temapache" 11.22 31.04 1.16 2.7 53.16 43.91 31.17 75.92 67.24 160 "Álamo Temapache" "30160"
"2241" "161 Tempoal" 17.64 40.97 2.58 8.19 19.02 43.24 29.01 64.17 70.67 161 "Tempoal" "30161"
"2242" "162 Tenampa" 19.31 46.33 16.35 6.19 17.36 46.46 3.78 100 85.38 162 "Tenampa" "30162"
"2243" "163 Tenochtitlán" 18.33 48.45 3.2 9.22 12.16 54.3 9.82 100 85.05 163 "Tenochtitlán" "30163"
"2244" "164 Teocelo" 10.93 33.73 1.51 1.1 0.3 42.36 17.04 38.95 63.91 164 "Teocelo" "30164"
"2245" "165 Tepatlaxco" 15.15 47.45 6.12 5.54 72.98 54.84 11.63 100 90.18 165 "Tepatlaxco" "30165"
"2246" "166 Tepetlán" 24.64 53.92 1.42 1.29 2.27 42.18 5.42 100 72.48 166 "Tepetlán" "30166"
"2247" "167 Tepetzintla" 13.12 34.87 1.57 5.24 8.34 48.37 49.5 62.97 77.15 167 "Tepetzintla" "30167"
"2248" "168 Tequila" 30.15 54.66 6.81 6.65 27.55 66.17 25.67 100 77.1 168 "Tequila" "30168"
"2249" "169 José Azueta" 17.18 42.1 6 1.63 39.39 39.4 9.59 71.86 68 169 "José Azueta" "30169"
"2250" "170 Texcatepec" 39.91 58.03 2.6 11.54 60.44 58.03 19.08 100 80.94 170 "Texcatepec" "30170"
"2251" "171 Texhuacán" 30.4 49.6 1.52 7.98 12.75 62 12.52 100 79.06 171 "Texhuacán" "30171"
"2252" "172 Texistepec" 15.35 38.16 6.33 6.2 63.57 46.12 12.29 52.2 72.83 172 "Texistepec" "30172"
"2253" "173 Tezonapa" 17.3 42.97 4.86 6.62 65.26 49.2 6.24 89.78 79.79 173 "Tezonapa" "30173"
"2254" "174 Tierra Blanca" 11.44 30.76 4.64 2.36 24.88 38.6 15.37 49.17 48.22 174 "Tierra Blanca" "30174"
"2255" "175 Tihuatlán" 10.59 27.75 1.14 3.99 74.86 47.66 24.06 61.98 51.63 175 "Tihuatlán" "30175"
"2256" "176 Tlacojalpan" 16.34 36.76 8.03 3.69 24.46 36.91 10.35 100 67.26 176 "Tlacojalpan" "30176"
"2257" "177 Tlacolulan" 17.35 42.48 3.88 2.73 17.84 63.75 5.79 100 76.01 177 "Tlacolulan" "30177"
"2258" "178 Tlacotalpan" 14.55 33.82 5.98 4.47 34.32 33.42 8.33 42.79 54.21 178 "Tlacotalpan" "30178"
"2259" "179 Tlacotepec de Mejía" 10.16 35.96 10.47 4.37 6.71 44.7 3.18 100 80.84 179 "Tlacotepec de Mejía" "30179"
"2260" "180 Tlachichilco" 29.17 49.73 2.78 17.23 41.72 44.25 13.34 100 85.16 180 "Tlachichilco" "30180"
"2261" "181 Tlalixcoyan" 14.69 39.25 7.28 3.06 44.87 36.17 13.14 76.33 51.08 181 "Tlalixcoyan" "30181"
"2262" "182 Tlalnelhuayocan" 11.79 30.79 1.35 1.27 4.65 57.6 12.48 62.52 50.91 182 "Tlalnelhuayocan" "30182"
"2263" "183 Tlapacoyan" 12.64 32.99 0.95 1.63 7.32 50.34 18.2 39.16 61.16 183 "Tlapacoyan" "30183"
"2264" "184 Tlaquilpa" 35.92 56.44 1.04 3.44 7.98 54.7 38.44 100 84.18 184 "Tlaquilpa" "30184"
"2265" "185 Tlilapan" 16.57 36.56 2.12 2.81 10.57 60.3 20.06 100 56.39 185 "Tlilapan" "30185"
"2266" "186 Tomatlán" 11.21 31.56 1.66 2.61 0.53 34.44 4.92 100 64.6 186 "Tomatlán" "30186"
"2267" "187 Tonayán" 16.3 45.41 2.26 3.22 10.04 65.78 14.78 100 80.18 187 "Tonayán" "30187"
"2268" "188 Totutla" 17.17 44.06 5.14 3.59 7.68 48.09 21.23 100 78.12 188 "Totutla" "30188"
"2269" "189 Tuxpan" 5.52 18.71 0.75 1.98 32.81 35.77 11.41 24.37 41.47 189 "Tuxpan" "30189"
"2270" "190 Tuxtilla" 19.62 39.5 2.85 1.47 53.71 21.71 5.52 100 68.75 190 "Tuxtilla" "30190"
"2271" "191 Ursulo Galván" 6.53 25.53 0.84 0.26 3.23 25.49 2.33 49.98 44.44 191 "Ursulo Galván" "30191"
"2272" "192 Vega de Alatorre" 11.61 35.73 3.39 2.59 7.82 36.72 4.64 31.53 57.85 192 "Vega de Alatorre" "30192"
"2273" "193 Veracruz" 3.22 13.1 0.31 0.37 2.85 29.95 3.88 11.69 27.08 193 "Veracruz" "30193"
"2274" "194 Villa Aldama" 14.72 40.58 2.66 2.5 1.51 64.09 8.8 100 70.76 194 "Villa Aldama" "30194"
"2275" "195 Xoxocotla" 30.23 50 5.37 5.97 8.96 68.77 37.62 100 85.99 195 "Xoxocotla" "30195"
"2276" "196 Yanga" 9.44 31.99 5.75 1.54 18.25 32.37 5.77 67.94 58.16 196 "Yanga" "30196"
"2277" "197 Yecuatla" 19.79 45.4 3.88 3.78 33.7 44.57 20.84 100 82.94 197 "Yecuatla" "30197"
"2278" "198 Zacualpan" 27.96 51.75 3.5 21.24 39.29 48.29 9.34 100 86.48 198 "Zacualpan" "30198"
"2279" "199 Zaragoza" 15.02 37.17 7.24 2.57 19.79 61.1 19.5 10.08 49.61 199 "Zaragoza" "30199"
"2280" "200 Zentla" 10.92 41.36 13.23 2.92 20.2 39 11.13 100 87.02 200 "Zentla" "30200"
"2281" "201 Zongolica" 27.04 47.05 1.46 7.94 35.57 58.04 11.98 83.6 73.88 201 "Zongolica" "30201"
"2282" "202 Zontecomatlán de López y Fuentes" 32.1 53.32 8.1 16.22 37.04 61.87 17.84 100 88.03 202 "Zontecomatlán de López y Fuentes" "30202"
"2283" "203 Zozocolco de Hidalgo" 28.2 48.93 12.78 20.61 52.06 60.62 16.22 100 86.76 203 "Zozocolco de Hidalgo" "30203"
"2284" "204 Agua Dulce" 6.95 21.98 1.7 1.64 45.32 37.74 4.98 21.58 34.72 204 "Agua Dulce" "30204"
"2285" "205 El Higo" 10.11 28.95 1.59 3.15 5.3 37.55 12.07 55.78 59.08 205 "El Higo" "30205"
"2286" "206 Nanchital de Lázaro Cárdenas del Río" 3.71 15.94 0.38 0.9 6.52 32.33 2.47 6.66 22.93 206 "Nanchital de Lázaro Cárdenas del Río" "30206"
"2287" "207 Tres Valles" 13.27 33.74 6.47 1.7 42.69 38.54 14.32 61.64 61.81 207 "Tres Valles" "30207"
"2288" "208 Carlos A. Carrillo" 11.33 31.17 3.38 0.83 25.61 27.17 4.12 21.47 43.72 208 "Carlos A. Carrillo" "30208"
"2289" "209 Tatahuicapan de Juárez" 28.25 48.98 11.1 2.89 0.81 54.8 12.46 42.93 78.65 209 "Tatahuicapan de Juárez" "30209"
"2290" "210 Uxpanapa" 17.82 43.53 4.21 6.57 24.03 54.64 31.98 100 77.67 210 "Uxpanapa" "30210"
"2291" "211 San Rafael" 9.93 28.94 1.8 1.4 33.07 35.4 11.29 77.75 62.73 211 "San Rafael" "30211"
"2292" "212 Santiago Sochiapan" 26.03 51.02 2.18 3.25 66.26 42.49 13.05 100 85.81 212 "Santiago Sochiapan" "30212"
"2293" "001 Abalá" 17.39 45.05 18.27 2.61 0.73 57.1 3.07 100 62.77 1 "Abalá" "31001"
"2294" "002 Acanceh" 11.26 28.89 12.36 1.38 0.1 53.05 2.28 28.49 51.34 2 "Acanceh" "31002"
"2295" "003 Akil" 15.15 41.73 10.71 1.72 0.65 58.79 5.79 1.8 67.8 3 "Akil" "31003"
"2296" "004 Baca" 9.86 30.71 15.39 0.44 4.27 45.57 1.72 100 69.75 4 "Baca" "31004"
"2297" "005 Bokobá" 14.41 37.03 11.51 1.37 1.95 46.7 2.2 100 64.36 5 "Bokobá" "31005"
"2298" "006 Buctzotz" 15.96 42.77 17.57 3.19 3.25 49.13 1.8 12.99 75.25 6 "Buctzotz" "31006"
"2299" "007 Cacalchén" 13.15 34.63 4.77 0.52 1.28 46.61 0.81 0.35 54.31 7 "Cacalchén" "31007"
"2300" "008 Calotmul" 15.69 43.73 11.78 2.53 0.69 53.51 3.01 100 79.76 8 "Calotmul" "31008"
"2301" "009 Cansahcab" 13.29 34.88 18.91 0.79 4.93 44.06 1.81 100 69.6 9 "Cansahcab" "31009"
"2302" "010 Cantamayec" 26.69 48.71 25.14 5.67 2.08 65.09 4.99 100 83.55 10 "Cantamayec" "31010"
"2303" "011 Celestún" 9.66 41.6 12.61 3.75 1.77 54.92 8.14 0.31 61.85 11 "Celestún" "31011"
"2304" "012 Cenotillo" 15.7 43.49 10.64 3.67 0.49 40.98 1.91 100 83.87 12 "Cenotillo" "31012"
"2305" "013 Conkal" 7.76 24.6 8.53 0.85 6.49 44.08 0.55 21.55 44.78 13 "Conkal" "31013"
"2306" "014 Cuncunul" 21.81 40.8 19.65 3.64 1.13 61.52 6.21 100 70.1 14 "Cuncunul" "31014"
"2307" "015 Cuzamá" 13.32 37.66 33.22 1.74 2 53.68 2.42 100 61.26 15 "Cuzamá" "31015"
"2308" "016 Chacsinkín" 22.51 43.16 32.29 2.77 0.57 63.75 2.92 100 79.39 16 "Chacsinkín" "31016"
"2309" "017 Chankom" 20.56 42.67 35.8 5.66 1.14 64.23 3.38 100 86.74 17 "Chankom" "31017"
"2310" "018 Chapab" 15.77 39.28 24.11 1.17 1.79 54.95 1.09 100 79 18 "Chapab" "31018"
"2311" "019 Chemax" 28.1 51.77 57.68 7.98 2.37 71.93 4.44 40.05 70.25 19 "Chemax" "31019"
"2312" "020 Chicxulub Pueblo" 9.9 26.99 13.7 1.35 0.86 50.66 1.6 100 50.49 20 "Chicxulub Pueblo" "31020"
"2313" "021 Chichimilá" 22.2 40.8 33.84 8.82 2.24 69.31 5.77 30.48 74.03 21 "Chichimilá" "31021"
"2314" "022 Chikindzonot" 21.55 41.28 34.52 9.77 0.84 70.92 2.6 100 91.87 22 "Chikindzonot" "31022"
"2315" "023 Chocholá" 12.88 31.08 24.6 0.71 1.35 45.57 0.98 100 55.01 23 "Chocholá" "31023"
"2316" "024 Chumayel" 23.91 46.07 4.51 1.4 0.41 56.33 1.84 100 80.58 24 "Chumayel" "31024"
"2317" "025 Dzán" 10.53 35.05 12.15 1.18 0.04 58.28 4.42 100 82.72 25 "Dzán" "31025"
"2318" "026 Dzemul" 16.88 36.88 6.94 0.6 17.07 41.14 0.66 100 64.44 26 "Dzemul" "31026"
"2319" "027 Dzidzantún" 8.31 26.68 10.2 1.33 19.56 41.34 0.77 9.1 64.84 27 "Dzidzantún" "31027"
"2320" "028 Dzilam de Bravo" 5.17 27.34 2.45 2.54 3.03 47.42 0.29 100 68.26 28 "Dzilam de Bravo" "31028"
"2321" "029 Dzilam González" 10.44 38.11 4.93 0.98 7.68 42.92 0.84 0.51 61.15 29 "Dzilam González" "31029"
"2322" "030 Dzitás" 22.16 44.86 18.36 5.1 0.48 63.42 9.78 100 74.16 30 "Dzitás" "31030"
"2323" "031 Dzoncauich" 20.26 46.44 46.75 2.5 4.31 52.67 2.62 100 84.72 31 "Dzoncauich" "31031"
"2324" "032 Espita" 18.83 45.89 32.32 6.75 0.77 65.18 11.12 25.82 79.13 32 "Espita" "31032"
"2325" "033 Halachó" 17.69 39.21 35.96 1.11 9.29 59.24 4.43 50.65 70.11 33 "Halachó" "31033"
"2326" "034 Hocabá" 19.15 42.45 10.37 1.18 0.28 56.01 4.23 100 62.49 34 "Hocabá" "31034"
"2327" "035 Hoctún" 19.59 43.64 23.46 1.12 0.12 51.23 4.28 100 69.89 35 "Hoctún" "31035"
"2328" "036 Homún" 17.45 35.85 23.78 1.5 2.54 58.25 5.03 15.31 73.56 36 "Homún" "31036"
"2329" "037 Huhí" 16.58 41.79 42.95 2.16 0.48 49.62 3.38 100 74.86 37 "Huhí" "31037"
"2330" "038 Hunucmá" 13.46 33.85 33.13 0.99 10.93 57.09 2.1 18.94 67.17 38 "Hunucmá" "31038"
"2331" "039 Ixil" 8.3 32.1 17.84 0.45 3.9 54.58 0.95 100 61.75 39 "Ixil" "31039"
"2332" "040 Izamal" 17.1 34.27 9.71 1.14 0.64 51.82 2.07 37.66 67.04 40 "Izamal" "31040"
"2333" "041 Kanasín" 7.28 22.24 5.36 1.1 3.09 44.97 1.89 1.87 44.31 41 "Kanasín" "31041"
"2334" "042 Kantunil" 20.8 39.5 19.95 1.93 1.06 54.33 1.46 100 61.58 42 "Kantunil" "31042"
"2335" "043 Kaua" 18.15 43.87 49.08 6.69 0.91 64.94 6.49 100 76.83 43 "Kaua" "31043"
"2336" "044 Kinchil" 15.3 37.3 38.59 0.67 4.88 56.31 0.98 4.02 73.76 44 "Kinchil" "31044"
"2337" "045 Kopomá" 10.17 31.45 18.78 1.56 10.07 47.86 2.94 100 71.53 45 "Kopomá" "31045"
"2338" "046 Mama" 17.8 45.92 1.98 0.76 2.98 53.51 3.88 100 78.6 46 "Mama" "31046"
"2339" "047 Maní" 18.75 43.4 27.85 1.85 2.42 56.16 3.26 100 82.57 47 "Maní" "31047"
"2340" "048 Maxcanú" 15.78 35.91 35.48 1.73 3.18 57.75 6.37 41.85 65.1 48 "Maxcanú" "31048"
"2341" "049 Mayapán" 28.76 56.25 40.99 3.9 0.89 68.18 3.16 100 83.04 49 "Mayapán" "31049"
"2342" "050 Mérida" 3.27 13.32 2.96 0.58 1.3 29.93 0.76 4.85 41.24 50 "Mérida" "31050"
"2343" "051 Mocochá" 6.52 28.72 7.26 1.76 2.25 46.97 1.07 100 59.51 51 "Mocochá" "31051"
"2344" "052 Motul" 11.44 33.13 23.49 1.18 3.6 48.8 2.37 31.6 60.06 52 "Motul" "31052"
"2345" "053 Muna" 10.37 32.26 9.27 1.28 0.24 49.72 2.42 7.03 59.08 53 "Muna" "31053"
"2346" "054 Muxupip" 11.78 35.58 14.68 0.95 1.13 45.21 2.23 100 68.75 54 "Muxupip" "31054"
"2347" "055 Opichén" 10.47 39.98 16.9 1.68 0.14 55.31 4.65 100 67.58 55 "Opichén" "31055"
"2348" "056 Oxkutzcab" 17.58 41.12 16.73 3.26 1.88 53.66 5.92 21.24 72.25 56 "Oxkutzcab" "31056"
"2349" "057 Panabá" 16.41 44.07 9.46 3.98 2.07 50.1 4.67 29.88 77.97 57 "Panabá" "31057"
"2350" "058 Peto" 16.03 39.15 14.39 5.12 0.65 58.61 12.26 17.96 73.02 58 "Peto" "31058"
"2351" "059 Progreso" 4.01 19.59 1.29 0.64 0.82 43.46 1.14 19.61 46.62 59 "Progreso" "31059"
"2352" "060 Quintana Roo" 21.62 43.84 13.91 3.29 0 52.14 6.37 100 82.53 60 "Quintana Roo" "31060"
"2353" "061 Río Lagartos" 6.97 34.26 2.49 1.73 1.55 52.58 1.91 100 61.2 61 "Río Lagartos" "31061"
"2354" "062 Sacalum" 13.68 35.91 25.89 2.14 0 50.56 2.68 100 62.48 62 "Sacalum" "31062"
"2355" "063 Samahil" 13.95 30.68 21.56 1.58 3.81 54.49 4.31 100 70.55 63 "Samahil" "31063"
"2356" "064 Sanahcat" 16.86 36.5 13.71 0.87 0 56.01 0.87 100 67.46 64 "Sanahcat" "31064"
"2357" "065 San Felipe" 6.1 34.27 1.09 1.41 1.74 40.29 1.14 100 73.78 65 "San Felipe" "31065"
"2358" "066 Santa Elena" 17.75 40.43 25.28 1.74 0.29 52.04 1.36 100 76.51 66 "Santa Elena" "31066"
"2359" "067 Seyé" 13.23 35.63 31.35 1.72 10.89 52.82 2.06 9.78 50.63 67 "Seyé" "31067"
"2360" "068 Sinanché" 12.65 35.25 10.1 1.22 4.23 43.75 1.8 100 72.61 68 "Sinanché" "31068"
"2361" "069 Sotuta" 16.61 46.48 14.47 1.89 4.94 61 5.41 34.34 74.18 69 "Sotuta" "31069"
"2362" "070 Sucilá" 10.42 29.86 11.14 3.14 2.06 51.81 4.02 100 76.18 70 "Sucilá" "31070"
"2363" "071 Sudzal" 18.65 38.55 18.29 3.16 1.13 51.89 4.2 100 77.45 71 "Sudzal" "31071"
"2364" "072 Suma" 9.1 35.37 19.5 0.27 0.32 45.1 0.59 100 71.43 72 "Suma" "31072"
"2365" "073 Tahdziú" 28 50.17 56.51 7.73 4.5 70.86 4.67 100 88.79 73 "Tahdziú" "31073"
"2366" "074 Tahmek" 14.22 34.41 25.72 1.2 0.25 46.67 1.23 100 67.9 74 "Tahmek" "31074"
"2367" "075 Teabo" 24.69 47.24 52.38 3.39 2.39 63.3 5.42 1.45 75.41 75 "Teabo" "31075"
"2368" "076 Tecoh" 15.87 41.21 40.58 3.09 1.59 59.96 3.93 43.62 59.15 76 "Tecoh" "31076"
"2369" "077 Tekal de Venegas" 20.42 41.48 17.69 2.54 2.15 51.7 2.34 100 78.99 77 "Tekal de Venegas" "31077"
"2370" "078 Tekantó" 14.7 36.62 9.67 1.15 3.55 48.25 1.83 100 69.28 78 "Tekantó" "31078"
"2371" "079 Tekax" 17.05 36.02 13.67 3.37 1.42 57.83 6.29 36.49 68.49 79 "Tekax" "31079"
"2372" "080 Tekit" 17.42 52.53 13.81 0.88 0.56 62.53 1.89 0.51 70.94 80 "Tekit" "31080"
"2373" "081 Tekom" 22.98 43.38 12.29 3.26 0.74 64.64 5.26 100 79.07 81 "Tekom" "31081"
"2374" "082 Telchac Pueblo" 9.63 29.12 13.56 1.18 20.92 34.49 0.37 100 67.86 82 "Telchac Pueblo" "31082"
"2375" "083 Telchac Puerto" 10.73 34.7 0.7 1.22 3.38 46.04 2.91 100 55.01 83 "Telchac Puerto" "31083"
"2376" "084 Temax" 16.37 43.53 7.88 1.3 3.48 56.08 3.01 8.48 79.84 84 "Temax" "31084"
"2377" "085 Temozón" 20.82 43.79 15.44 4 1.41 65.06 6.89 55.73 79.57 85 "Temozón" "31085"
"2378" "086 Tepakán" 22.7 46.66 6.88 2.09 10.29 44.48 1.22 100 73.64 86 "Tepakán" "31086"
"2379" "087 Tetiz" 20.9 51.37 21.97 1.77 14.1 57.45 1.21 100 75.42 87 "Tetiz" "31087"
"2380" "088 Teya" 19.58 40.36 7.42 2.13 9.72 51.3 2.45 100 69.17 88 "Teya" "31088"
"2381" "089 Ticul" 9.65 27.89 11.58 1.25 0.38 52.16 5.35 12.97 58.94 89 "Ticul" "31089"
"2382" "090 Timucuy" 21.5 48.12 27.02 1.43 0.4 61.92 1.37 100 57.21 90 "Timucuy" "31090"
"2383" "091 Tinum" 14.62 36.2 28.06 3.12 1.54 60.05 9.24 51.6 72.56 91 "Tinum" "31091"
"2384" "092 Tixcacalcupul" 23.11 44.3 41.2 8.5 0.78 68.68 4.57 100 79.28 92 "Tixcacalcupul" "31092"
"2385" "093 Tixkokob" 7.54 27.04 18.14 0.71 0.64 47.09 0.77 36.14 52.13 93 "Tixkokob" "31093"
"2386" "094 Tixmehuac" 23.3 40.78 38.98 3.21 0.74 60.69 1.96 100 85.88 94 "Tixmehuac" "31094"
"2387" "095 Tixpéhual" 8.43 28.33 17.76 0.61 1.96 43.4 1.47 100 52.35 95 "Tixpéhual" "31095"
"2388" "096 Tizimín" 15.4 39.08 17.81 3.55 2.69 55.01 9.63 35.78 69.78 96 "Tizimín" "31096"
"2389" "097 Tunkás" 18.21 44.74 24.87 5.2 1.88 49.47 5.22 100 83.3 97 "Tunkás" "31097"
"2390" "098 Tzucacab" 16.28 39.34 18.61 2.97 1.35 61.87 9.31 28.86 81.38 98 "Tzucacab" "31098"
"2391" "099 Uayma" 22.19 46.18 21.78 3.37 0.05 66.19 7.27 100 75.32 99 "Uayma" "31099"
"2392" "100 Ucú" 9.58 36.93 5.75 1.57 20.03 41.18 0.64 100 58.98 100 "Ucú" "31100"
"2393" "101 Umán" 7.84 24.64 12.07 0.98 2.56 45.6 1.1 22.32 55.07 101 "Umán" "31101"
"2394" "102 Valladolid" 14.56 29.66 21.7 4.14 2.18 56.24 8.41 34.01 52.46 102 "Valladolid" "31102"
"2395" "103 Xocchel" 15.58 39.41 26.39 1.21 0.22 56.27 0.78 100 65.28 103 "Xocchel" "31103"
"2396" "104 Yaxcabá" 21.04 44.16 54.81 8.69 2.47 63.37 4.63 100 79.23 104 "Yaxcabá" "31104"
"2397" "105 Yaxkukul" 7.44 27.73 16.23 0.87 9.67 42.13 0.66 100 59.44 105 "Yaxkukul" "31105"
